maintenance_id,plant_id,maintenance_type,issue_severity,maintenance_cost,downtime_hours,maintenance_date
28819,18,Repair,Critical,19428.44,11.67,2023-03-04
28820,38,Calibration,Critical,5208.75,17.73,2024-01-13
28821,172,Replacement,Medium,35093.61,30.22,2023-01-05
28822,49,Repair,High,94982.09,51.92,2023-12-23
28823,121,Calibration,Low,44100.75,44.99,2023-01-19
28824,71,Inspection,Medium,74599.65,6.77,2023-01-30
28825,134,Repair,Medium,51900.06,35,2024-07-27
28826,51,Replacement,Medium,53596.81,46.27,2024-01-05
28827,83,Replacement,High,28484.16,24.93,2023-04-30
28828,156,Calibration,Medium,74944.1,17.61,2024-08-28
28829,175,Calibration,High,14809.54,65.11,2024-01-31
28830,68,Calibration,Low,26075.21,71.88,2024-10-16
28831,169,Replacement,High,17871.69,41.11,2023-03-30
28832,29,Replacement,Critical,97056.44,28.02,2024-11-08
28833,104,Repair,Low,49808.6,67.13,2023-02-24
28834,49,Replacement,Critical,48434.42,4.52,2023-09-04
28835,94,Replacement,Medium,72592.03,3.2,2024-04-11
28836,36,Repair,High,71249.08,70.12,2024-04-02
28837,174,Inspection,High,88776.59,33.52,2024-03-29
28838,87,Repair,Low,71807.97,62.9,2024-05-03
28839,140,Inspection,Medium,88866.7,64.38,2024-07-25
28840,66,Replacement,Critical,31192.7,15.3,2024-10-06
28841,93,Repair,Critical,83434.71,17.62,2024-07-24
28842,47,Replacement,Critical,15619.68,64.97,2024-04-06
28843,131,Calibration,High,8282.5,32.56,2023-06-16
28844,112,Replacement,Critical,97105.33,8.44,2023-09-12
28845,60,Replacement,Medium,33836.18,26.55,2024-03-14
28846,186,Calibration,Critical,85627.13,66.04,2023-11-24
28847,23,Calibration,Low,58654.91,29.93,2024-05-19
28848,55,Inspection,Critical,42054.59,16.52,2024-10-21
28849,75,Repair,Low,5829.97,58.65,2024-01-04
28850,9,Inspection,Low,8043.99,7.86,2024-06-09
28851,97,Calibration,Low,35470.41,34.55,2023-01-02
28852,172,Repair,Medium,48065.27,69.05,2024-06-15
28853,188,Replacement,High,41947.29,67.89,2023-03-03
28854,22,Inspection,Critical,44801.29,9.36,2023-06-18
28855,193,Calibration,High,82535.54,6.85,2024-07-04
28856,56,Replacement,Low,95960.12,71.58,2024-10-07
28857,108,Repair,Medium,37194.73,3.43,2024-01-04
28858,134,Repair,Medium,91922.35,67.87,2024-04-08
28859,91,Replacement,High,28229.97,56.82,2023-10-23
28860,59,Replacement,Low,49542.75,42.18,2023-07-30
28861,198,Replacement,Critical,91039.94,30.58,2023-07-12
28862,148,Replacement,Medium,15784.65,55.75,2024-10-12
28863,57,Calibration,Low,32432.02,25.5,2023-11-29
28864,33,Repair,Medium,39793.83,4.69,2024-06-18
28865,140,Replacement,Medium,64365.1,43.17,2023-09-17
28866,191,Replacement,Critical,76852.63,9.49,2023-10-01
28867,197,Calibration,Low,53418.57,21.69,2023-08-03
28868,57,Repair,High,49229.82,24.08,2023-12-29
28869,66,Repair,High,39572.41,68.96,2023-05-27
28870,162,Inspection,Low,17896.38,65.11,2023-08-01
28871,127,Calibration,Critical,53737.45,25.07,2024-08-01
28872,17,Inspection,Critical,54657.47,39.02,2024-07-15
28873,83,Replacement,Low,52334.88,37.08,2023-01-08
28874,155,Inspection,High,82712.22,54.18,2023-10-26
28875,31,Calibration,Critical,74533.32,7.75,2024-05-25
28876,166,Calibration,Critical,82282.46,49.4,2024-02-04
28877,183,Inspection,Critical,98964.06,17.41,2023-07-02
28878,145,Calibration,High,35890.92,34.07,2023-10-29
28879,48,Calibration,Low,96715.14,60.89,2024-12-18
28880,132,Repair,Medium,61992.83,8.78,2023-09-24
28881,20,Inspection,High,39583.49,12.62,2024-08-21
28882,70,Inspection,High,78061.7,39.38,2023-12-23
28883,150,Repair,Medium,72010.06,22.85,2024-03-30
28884,78,Replacement,Medium,1909.27,42.02,2024-08-30
28885,50,Repair,Critical,11287.55,22.02,2024-05-05
28886,43,Inspection,Low,69087.14,68.89,2024-06-12
28887,122,Inspection,Critical,12538.34,43.89,2024-06-03
28888,163,Calibration,Low,46109.6,44.27,2024-01-25
28889,145,Repair,Critical,34226.07,7.66,2024-08-07
28890,132,Repair,High,75899.54,26.25,2024-02-13
28891,84,Repair,Low,81778.71,32.04,2024-01-19
28892,4,Replacement,Medium,52587.37,45.43,2023-09-25
28893,110,Repair,Critical,90480.76,59.38,2024-12-03
28894,62,Calibration,Low,38147.7,26.26,2024-02-16
28895,184,Calibration,Low,50653.59,7.95,2024-10-10
28896,160,Replacement,Critical,33339.73,18,2024-08-09
28897,146,Inspection,High,98824.9,43.41,2024-09-12
28898,12,Calibration,Low,79749.66,24.42,2023-09-29
28899,13,Calibration,Low,40746.09,69.92,2024-05-11
28900,73,Inspection,Medium,18654.31,64.86,2024-12-07
28901,158,Replacement,Medium,12966.5,17.93,2023-08-21
28902,150,Replacement,Low,56417.69,21.87,2024-07-31
28903,99,Repair,High,24370.13,31.65,2023-06-05
28904,97,Calibration,Critical,59037.95,65.28,2024-09-07
28905,198,Repair,Critical,17555.46,70.81,2023-03-25
28906,151,Calibration,Low,98384.57,5.03,2023-06-02
28907,14,Replacement,High,9873.14,41.57,2023-09-06
28908,127,Inspection,Medium,53300.45,36.67,2023-03-28
28909,44,Replacement,Medium,44025.29,62.37,2023-06-09
28910,120,Repair,Low,84702.04,46.67,2024-05-13
28911,132,Repair,Medium,63592.25,12.25,2024-02-25
28912,170,Calibration,High,63581.49,24.19,2024-12-15
28913,158,Calibration,Critical,16788.27,10.83,2024-07-03
28914,59,Calibration,Low,33008.56,12.24,2024-07-24
28915,175,Replacement,Low,52658.17,35.56,2024-08-26
28916,146,Inspection,Medium,40984.19,43.51,2023-09-03
28917,156,Inspection,Critical,27820.35,3.08,2024-04-27
28918,200,Calibration,Critical,5223.02,54.56,2023-11-05
28919,39,Inspection,Medium,71915.95,3.53,2023-12-19
28920,80,Replacement,Low,60257.3,58.3,2024-09-04
28921,159,Inspection,High,88221.45,57.43,2023-11-19
28922,193,Repair,Medium,62966.1,62.44,2024-03-21
28923,131,Calibration,Critical,67781.15,35.14,2023-10-26
28924,184,Calibration,Low,1863.35,25.49,2023-12-18
28925,16,Repair,Medium,8762.02,57.31,2023-06-26
28926,24,Inspection,Medium,72668.64,51.63,2023-03-27
28927,5,Calibration,Medium,18449.99,41.18,2023-04-17
28928,51,Replacement,Low,31025.1,39.05,2023-02-19
28929,75,Repair,Low,10125.64,67.92,2023-04-23
28930,124,Replacement,High,39170.83,49.19,2023-08-27
28931,94,Inspection,Medium,49706.03,35.92,2024-11-22
28932,165,Replacement,Critical,79145.48,66.06,2024-02-08
28933,15,Inspection,Medium,55001.83,39.02,2023-08-28
28934,23,Repair,High,6694.31,65.65,2024-07-27
28935,105,Inspection,High,91998.6,62.33,2023-04-09
28936,110,Repair,Critical,32909.46,71.21,2024-12-09
28937,35,Repair,Medium,47339,64.49,2024-05-31
28938,95,Inspection,High,24893.19,39.61,2024-12-06
28939,168,Replacement,Critical,92080.98,22.32,2024-08-17
28940,139,Inspection,Medium,38234.9,10.93,2023-08-26
28941,25,Replacement,Medium,32285.18,38.97,2023-03-10
28942,56,Replacement,Low,90274.84,16.92,2024-02-25
28943,18,Calibration,Low,60339.42,55.32,2024-04-27
28944,86,Repair,Critical,10787.15,4.04,2024-12-28
28945,152,Replacement,Low,96512.72,4.81,2023-03-25
28946,121,Inspection,Critical,28644.1,45.45,2023-04-27
28947,107,Calibration,High,70347.26,26.17,2023-01-11
28948,66,Inspection,Medium,81263.04,52.32,2024-09-14
28949,180,Repair,Critical,76140.37,12.63,2024-05-23
28950,15,Repair,Critical,76609.74,54.53,2023-10-21
28951,39,Calibration,Medium,12942.92,58.27,2023-10-26
28952,75,Repair,High,74876.27,39.04,2024-06-24
28953,142,Inspection,Critical,2125.57,35.59,2024-08-23
28954,168,Calibration,Low,94087.03,13.62,2024-11-09
28955,10,Inspection,High,6576.35,41.4,2024-08-12
28956,1,Repair,Medium,99167.85,28.73,2024-05-23
28957,50,Repair,Low,89261.88,40.25,2023-11-14
28958,104,Inspection,Medium,39909.9,17.86,2023-11-17
28959,198,Inspection,Medium,76837.98,10.79,2024-05-19
28960,54,Replacement,Critical,51648.53,9.98,2024-12-26
28961,149,Calibration,Critical,89668.52,1.23,2023-09-02
28962,70,Replacement,Critical,81369.58,49.22,2024-07-02
28963,46,Inspection,High,13720.04,19.09,2024-05-07
28964,39,Inspection,Low,18962.27,10.26,2024-08-14
28965,8,Repair,Critical,50607.17,9.13,2024-01-28
28966,167,Repair,High,23220.36,59.6,2023-03-25
28967,142,Repair,Low,83925.35,61.4,2024-12-01
28968,174,Calibration,Medium,64021.74,4.62,2024-02-23
28969,121,Replacement,Low,27988.39,4.76,2023-02-05
28970,55,Calibration,Low,69605.89,9.55,2024-11-23
28971,92,Replacement,Medium,19642.53,61.14,2024-06-03
28972,194,Inspection,Critical,66815.19,68.37,2024-02-28
28973,184,Calibration,Critical,4171.11,55.01,2024-11-16
28974,187,Calibration,Medium,21332.75,5.08,2024-02-25
28975,7,Calibration,Critical,11823.83,61.21,2024-06-11
28976,120,Replacement,Critical,21446.1,26.85,2024-06-10
28977,23,Inspection,Low,30747.8,62.12,2023-11-22
28978,10,Calibration,Low,64458.29,55.88,2023-09-05
28979,70,Inspection,Critical,5276.8,6.92,2024-09-06
28980,101,Replacement,High,23821.14,17.65,2023-05-31
28981,165,Replacement,Low,69219.12,2.75,2023-12-01
28982,90,Inspection,Critical,7357.88,32.13,2023-05-09
28983,29,Inspection,Critical,35910.05,26.01,2024-06-18
28984,53,Calibration,Medium,34191.54,1.38,2024-02-07
28985,83,Calibration,Critical,12851.24,23.63,2023-06-10
28986,80,Repair,High,99883.8,68.45,2023-05-08
28987,64,Replacement,High,45651.22,49.98,2023-02-24
28988,179,Inspection,High,91082.66,2.81,2023-12-20
28989,157,Replacement,Critical,85712.03,46.85,2024-02-06
28990,47,Replacement,Low,7306.61,17.25,2023-10-20
28991,5,Calibration,Critical,63089.53,9.98,2023-08-06
28992,100,Replacement,Critical,88680.77,35.57,2023-10-31
28993,69,Inspection,High,17108.83,27.62,2024-11-05
28994,131,Replacement,High,87647.74,42.26,2024-08-10
28995,200,Repair,High,29192.07,26.46,2023-01-16
28996,32,Replacement,Low,70441.17,26.08,2023-04-15
28997,156,Inspection,Critical,99818.73,37.6,2024-12-08
28998,140,Replacement,Low,62770.87,5.87,2023-05-15
28999,44,Inspection,Critical,46582.54,58.7,2023-06-18
29000,168,Calibration,High,24574.72,14.89,2023-08-06
29001,200,Inspection,Medium,82335.55,47.39,2024-01-05
29002,26,Inspection,High,88636.9,38.9,2023-03-28
29003,166,Calibration,High,85075.95,45.69,2024-04-03
29004,191,Calibration,Low,42290.36,28.95,2023-12-11
29005,148,Calibration,Low,96013.37,19.01,2024-05-14
29006,198,Repair,Medium,61067.66,3.19,2023-11-02
29007,103,Inspection,Low,45887.25,4.28,2023-12-04
29008,107,Calibration,High,46871.08,51.26,2023-01-20
29009,174,Replacement,High,40446.69,45.21,2024-07-28
29010,123,Repair,Critical,18298.68,14.61,2023-04-12
29011,147,Inspection,Low,42599.47,2.34,2024-06-07
29012,76,Replacement,Critical,81471.55,15.14,2024-12-26
29013,199,Inspection,Critical,94113.58,60.6,2024-01-30
29014,191,Replacement,High,59503.15,24.63,2023-08-11
29015,15,Inspection,Medium,36544.8,63.5,2023-08-10
29016,128,Inspection,Medium,45445.71,54.84,2024-02-25
29017,154,Inspection,Low,1449.02,5.47,2024-11-08
29018,128,Inspection,Critical,49501.45,36.84,2023-11-15
29019,182,Inspection,Low,32993.75,45.3,2023-08-14
29020,84,Repair,Critical,64504.06,66.19,2024-06-23
29021,165,Repair,Medium,49172.52,16.81,2023-02-26
29022,128,Repair,High,87360.38,3.94,2023-07-04
29023,169,Replacement,Medium,19143.09,16.16,2023-01-30
29024,193,Inspection,High,89613.37,26,2024-05-17
29025,55,Inspection,Low,90529.27,56.37,2024-01-10
29026,32,Calibration,Critical,65790.18,50.25,2023-02-26
29027,6,Replacement,High,34012.01,70.04,2024-11-29
29028,52,Calibration,Low,57548.78,45.13,2024-01-15
29029,185,Replacement,Critical,78807.71,57.64,2023-12-08
29030,21,Inspection,Low,92438.44,34.76,2023-07-22
29031,138,Repair,Medium,89535.05,52.51,2023-09-30
29032,135,Inspection,Critical,24609.17,44.15,2023-08-20
29033,13,Replacement,Low,79727.53,57,2024-12-12
29034,26,Replacement,High,35764.72,70.22,2024-03-16
29035,57,Repair,High,97765.33,56.71,2024-06-07
29036,159,Inspection,Medium,62099.57,29.69,2023-10-04
29037,172,Repair,Medium,89713.84,18.71,2023-09-02
29038,180,Repair,High,3480.54,3.14,2023-03-09
29039,87,Repair,Medium,99271.23,48.63,2023-08-22
29040,118,Inspection,Low,61655.11,54.04,2024-09-01
29041,198,Calibration,Low,65833.36,21.04,2024-06-06
29042,166,Replacement,Medium,85115.1,20.55,2023-03-26
29043,15,Calibration,Low,87528,23.19,2023-08-20
29044,143,Calibration,Critical,46989.61,1.77,2024-02-07
29045,103,Replacement,Medium,91365.75,10.73,2024-01-03
29046,10,Calibration,Low,63527.89,46.88,2023-02-07
29047,141,Replacement,Critical,96804.14,15.69,2023-11-16
29048,14,Replacement,High,89833.04,68.09,2024-07-16
29049,139,Inspection,Low,18328.74,49.76,2023-06-25
29050,134,Replacement,Low,39888.41,11.72,2024-04-07
29051,9,Calibration,Medium,48231.76,18.81,2023-05-16
29052,11,Replacement,Low,25839.13,5.43,2024-09-23
29053,169,Calibration,Medium,44641.81,17.86,2024-07-28
29054,23,Calibration,High,81483.09,19.96,2023-03-13
29055,90,Replacement,Low,57385.2,48.09,2023-05-21
29056,178,Repair,Medium,15972.14,28.95,2024-02-22
29057,26,Repair,Low,51806.53,39.93,2023-12-08
29058,166,Calibration,Critical,63535.86,62.51,2023-07-09
29059,157,Calibration,High,82404.26,57.25,2024-01-31
29060,86,Repair,Low,97894.07,2.97,2024-06-27
29061,180,Repair,High,59125.1,12.94,2023-02-10
29062,18,Replacement,Critical,66127.91,28.74,2023-11-06
29063,102,Inspection,High,98681.81,15.65,2023-09-21
29064,169,Repair,Critical,32970.72,48.69,2024-02-04
29065,72,Replacement,Critical,89775.84,59.3,2023-01-10
29066,103,Calibration,Medium,3673.85,40.65,2024-03-02
29067,63,Replacement,High,70199.67,70.84,2023-09-08
29068,8,Repair,High,38988.17,62.36,2024-03-12
29069,141,Calibration,Critical,47066.92,33.11,2024-01-24
29070,23,Inspection,High,49935.82,57.14,2023-08-27
29071,199,Inspection,Low,26510.55,23.62,2023-12-04
29072,101,Replacement,Low,85938.08,56.28,2024-01-28
29073,94,Repair,Critical,62770.79,61.6,2023-04-17
29074,77,Replacement,Low,91937.9,5.88,2024-08-01
29075,137,Calibration,High,47816.97,59.28,2023-12-05
29076,188,Replacement,Medium,45606.07,64.34,2023-02-23
29077,134,Calibration,High,78054.41,66.07,2024-10-24
29078,184,Replacement,Medium,44674.17,71.43,2023-12-10
29079,192,Calibration,High,43618.1,15.38,2024-05-13
29080,131,Repair,Critical,97270.63,67.18,2024-11-17
29081,21,Inspection,Critical,36588.36,65.37,2024-04-07
29082,175,Replacement,Low,36941.62,33.83,2023-12-31
29083,170,Calibration,High,72497.01,70.87,2023-06-21
29084,177,Replacement,Critical,48162.84,52.81,2023-02-13
29085,175,Calibration,Critical,61283.04,16.91,2023-07-04
29086,65,Calibration,High,47638.61,48.82,2023-01-13
29087,140,Repair,High,93340.96,42.83,2024-02-15
29088,52,Replacement,Low,6429.9,8.74,2024-04-14
29089,148,Replacement,High,52642.77,71.56,2024-02-24
29090,107,Calibration,Low,51901.12,28.06,2023-09-15
29091,136,Replacement,Medium,35721.63,69.86,2024-12-27
29092,113,Calibration,Critical,60193.58,58.57,2024-01-01
29093,23,Repair,High,5462.19,40.54,2024-07-07
29094,162,Repair,High,56285.11,4.42,2024-08-07
29095,65,Inspection,Medium,87135.5,25.12,2024-04-05
29096,164,Repair,Medium,53439.01,62.11,2023-08-02
29097,7,Repair,High,76132.8,40.42,2024-07-12
29098,111,Calibration,Critical,74561.82,12.8,2023-05-26
29099,127,Inspection,Low,25175.66,39.28,2024-01-06
29100,8,Calibration,Critical,76464.95,52.43,2024-09-25
29101,109,Inspection,Low,87961.28,8.19,2023-06-14
29102,176,Inspection,Low,16902.75,16.21,2024-05-03
29103,82,Repair,High,30115.07,38.88,2023-02-02
29104,118,Repair,High,60864.48,25.17,2023-05-26
29105,131,Inspection,Low,90591.85,4.07,2024-12-29
29106,160,Inspection,High,56710.78,29.37,2023-07-27
29107,195,Calibration,Medium,24164.35,3.75,2023-04-06
29108,94,Calibration,Low,63413.68,19.79,2023-08-31
29109,44,Calibration,Medium,79766.46,21,2024-05-08
29110,31,Repair,Low,11026.03,35.01,2024-11-22
29111,173,Repair,High,39010.35,5.87,2024-12-04
29112,36,Calibration,High,58925.57,43.72,2023-02-26
29113,31,Calibration,Low,90473.32,25.47,2023-10-31
29114,142,Calibration,Medium,87410.99,67.81,2024-01-25
29115,161,Replacement,Low,41538.08,53.94,2023-04-02
29116,145,Replacement,Medium,10479.78,5.18,2024-07-21
29117,192,Inspection,Critical,78474.95,28.26,2024-11-27
29118,85,Calibration,Critical,67930.56,51.48,2024-07-10
29119,131,Replacement,Medium,69006.36,64.37,2023-11-06
29120,170,Calibration,High,38024.79,50.71,2024-04-16
29121,116,Inspection,Medium,11632.3,68.74,2023-02-15
29122,48,Calibration,Medium,55966.49,46.89,2023-11-01
29123,157,Replacement,Medium,30992.66,46.92,2023-02-13
29124,125,Calibration,Critical,71118.89,55.41,2024-08-12
29125,71,Replacement,High,36340.08,2.2,2024-10-20
29126,194,Inspection,Medium,47094.25,71.95,2023-04-11
29127,106,Inspection,High,14358.2,46.76,2023-10-10
29128,26,Inspection,High,39772.33,11.63,2023-09-05
29129,66,Calibration,Medium,21521.55,50.69,2024-11-02
29130,168,Inspection,Medium,52499.14,15.82,2023-01-11
29131,125,Repair,Medium,4419.21,71.49,2024-01-23
29132,57,Repair,Medium,64409.24,54.76,2024-08-10
29133,82,Inspection,High,95921.58,35.05,2024-12-02
29134,121,Calibration,Critical,13705.37,15.22,2023-12-16
29135,4,Calibration,Low,72966.74,42.34,2024-03-13
29136,51,Replacement,High,57637.35,29.32,2024-08-14
29137,192,Inspection,Critical,84300.2,27.53,2023-05-23
29138,105,Replacement,Medium,95261.55,53.08,2023-12-07
29139,172,Repair,Critical,46502.09,7.65,2024-07-06
29140,120,Repair,Medium,95791.64,21.55,2023-02-23
29141,8,Repair,Low,41847.88,22.2,2024-10-24
29142,23,Repair,Critical,39226.78,61.13,2024-07-09
29143,174,Calibration,Medium,1397.02,9.4,2024-12-02
29144,198,Replacement,Medium,16407.88,10.65,2024-05-23
29145,64,Inspection,Medium,94255.14,53.89,2024-06-04
29146,47,Replacement,High,91855.52,34.13,2023-07-30
29147,138,Calibration,High,17426.56,11.5,2024-09-05
29148,193,Repair,Low,27842.22,32.17,2023-02-06
29149,171,Repair,Low,87076.9,7.8,2023-09-15
29150,35,Inspection,Low,62024.7,27.57,2023-01-31
29151,196,Replacement,Low,73965.35,10.07,2024-05-26
29152,107,Repair,High,31863.98,43.79,2023-12-15
29153,198,Repair,Critical,9070.27,5.45,2024-07-07
29154,112,Calibration,Critical,43417.97,12.61,2023-01-11
29155,174,Calibration,High,28718.55,23.15,2024-06-07
29156,142,Inspection,Low,64796.01,70.49,2023-09-06
29157,20,Inspection,Critical,60528.07,57.13,2024-11-04
29158,134,Repair,Critical,53601.86,69.79,2024-02-29
29159,163,Replacement,Medium,85639.64,40.8,2024-03-02
29160,167,Inspection,High,44879.77,2.98,2024-03-09
29161,127,Inspection,High,2704.47,44.2,2023-06-24
29162,36,Repair,Low,72693.44,45.41,2023-06-16
29163,130,Repair,Medium,73736.3,3.05,2023-01-17
29164,54,Repair,Critical,4965.65,56.22,2024-09-03
29165,149,Inspection,High,80341.97,38.75,2023-05-07
29166,124,Repair,Medium,31861.09,64.84,2024-01-18
29167,168,Inspection,Critical,95523.47,32.89,2024-06-29
29168,159,Calibration,High,19669.92,47.48,2024-02-25
29169,74,Repair,Medium,99521.62,9.21,2023-09-19
29170,132,Calibration,Critical,14332.48,15.37,2023-04-21
29171,5,Repair,Low,72808.94,28.12,2023-08-20
29172,35,Inspection,Low,4632.75,56.23,2023-08-06
29173,85,Calibration,Critical,61368.89,47.41,2023-08-31
29174,71,Inspection,Medium,99702.01,53.77,2024-08-26
29175,134,Calibration,High,77683.02,68.7,2023-03-06
29176,195,Replacement,High,42913.4,34.03,2024-07-08
29177,32,Repair,Low,27295.62,12.15,2024-07-31
29178,102,Replacement,High,19499.62,12.84,2023-07-01
29179,182,Replacement,Medium,56216.84,18.87,2023-07-06
29180,148,Replacement,Low,39116.73,60.73,2024-03-19
29181,196,Calibration,Critical,67575.66,29.18,2023-10-03
29182,110,Inspection,Medium,72657.15,30.58,2024-06-14
29183,80,Replacement,Critical,46940.59,27.69,2024-04-23
29184,187,Calibration,Low,2189.5,61.24,2023-03-07
29185,2,Calibration,Critical,80302.42,12.67,2024-07-13
29186,24,Repair,Critical,94544.47,55.82,2024-11-08
29187,87,Calibration,High,73930.7,70.35,2023-12-17
29188,101,Calibration,High,47810.25,62.87,2024-01-06
29189,132,Replacement,Critical,71361.42,18.09,2024-01-29
